,k,p,q,run_id,param,param_out,param_pos,input,output,diff
534,8,1,4,0,theta,theta_out,2,0.473432360321446,0.47528160024987776,-0.0018492399284317784
535,8,1,4,0,theta,theta_out,3,-0.5209480523881078,-0.520733232725276,-0.00021481966283176668
528,8,1,4,1,theta,theta_out,0,-0.09482574451224807,-0.08244680403092236,-0.012378940481325706
529,8,1,4,1,theta,theta_out,1,-0.007697177516748532,-0.006687389110422153,-0.001009788406326379
530,8,1,4,1,theta,theta_out,2,0.08632732668372271,0.09236828892154895,-0.006040962237826242
531,8,1,4,1,theta,theta_out,3,-0.1883209469795668,-0.18605552694672992,-0.00226542003283689
524,8,1,4,2,theta,theta_out,0,0.7043824152373679,0.6985343630099157,0.005848052227452216
525,8,1,4,2,theta,theta_out,1,0.7105336200919562,0.7023805415163406,0.008153078575615647
526,8,1,4,2,theta,theta_out,2,-0.2317897013799195,-0.24122372326221259,0.009434021882293087
527,8,1,4,2,theta,theta_out,3,-0.09845780654418851,-0.10489186069327029,0.006434054149081783
520,8,1,4,3,theta,theta_out,0,0.4187774423558154,0.41515260815988253,0.0036248341959328467
521,8,1,4,3,theta,theta_out,1,0.29677716397132525,0.2938499495882622,0.002927214383063037
522,8,1,4,3,theta,theta_out,2,-0.5223551493118876,-0.5268597068171297,0.004504557505242035
523,8,1,4,3,theta,theta_out,3,-0.5968774582236724,-0.5983839288835343,0.0015064706598618693
519,8,2,1,0,theta,theta_out,0,-0.8524979085115756,-0.8515231070291218,-0.0009748014824537687
518,8,2,1,1,theta,theta_out,0,0.9024211590795702,0.9014076490990934,0.0010135099804767789
517,8,2,1,2,theta,theta_out,0,0.6098971546306904,0.614017454189176,-0.004120299558485585
516,8,2,1,3,theta,theta_out,0,-0.8868446694864811,-0.8917165627049938,0.004871893218512668
514,8,2,2,0,theta,theta_out,0,-0.7047512080909836,-0.6991186673928135,-0.0056325406981700965
515,8,2,2,0,theta,theta_out,1,0.702319426223717,0.6978937593783715,0.004425666845345511
512,8,2,2,1,theta,theta_out,0,0.6287720537154338,0.6131469814747464,0.01562507224068732
513,8,2,2,1,theta,theta_out,1,0.8513480079173983,0.8203350750987365,0.031012932818661798
510,8,2,2,2,theta,theta_out,0,0.34804184058146376,0.34439171270479446,0.0036501278766692957
511,8,2,2,2,theta,theta_out,1,-0.2501047250809419,-0.2528211553582445,0.002716430277302617
508,8,2,2,3,theta,theta_out,0,0.13847628932849182,0.12413454200783652,0.014341747320655296
509,8,2,2,3,theta,theta_out,1,0.7967599134524925,0.8005880265978103,-0.003828113145317724
505,8,2,3,0,theta,theta_out,0,1.3499973174421087,1.34995817140805,3.914603405874573e-05
506,8,2,3,0,theta,theta_out,1,1.2858735629892568,1.2897456873645277,-0.0038721243752708467
507,8,2,3,0,theta,theta_out,2,0.4097065127019186,0.4140329006641292,-0.004326387962210576
502,8,2,3,1,theta,theta_out,0,-1.4267730203424114,-1.3954051728014194,-0.03136784754099198
503,8,2,3,1,theta,theta_out,1,-0.0016994577930856771,0.5746119717794909,-0.5763114295725765
504,8,2,3,1,theta,theta_out,2,0.4413210032441546,0.16993930462433396,0.27138169861982064
499,8,2,3,2,theta,theta_out,0,-0.4914133534394484,0.34086859812444,-0.8322819515638884
500,8,2,3,2,theta,theta_out,1,-0.23400484775896685,0.3489753277645532,-0.58298017552352
501,8,2,3,2,theta,theta_out,2,0.8148226968848915,0.5054232575992823,0.3093994392856092
496,8,2,3,3,theta,theta_out,0,-0.32594330946254074,-0.32983307087223107,0.003889761409690329
497,8,2,3,3,theta,theta_out,1,0.5140880974635793,0.512973958752245,0.001114138711334256
498,8,2,3,3,theta,theta_out,2,0.28486384497651285,0.28082044116996563,0.004043403806547219
492,8,2,4,0,theta,theta_out,0,-0.23409768482399929,-0.2269326344505499,-0.007165050373449389
493,8,2,4,0,theta,theta_out,1,0.3004377520864635,0.29545599333099604,0.004981758755467469
494,8,2,4,0,theta,theta_out,2,-0.06919388164031565,-0.07088814017711609,0.0016942585368004415
495,8,2,4,0,theta,theta_out,3,0.29287541190557465,0.2854190887358251,0.007456323169749535
488,8,2,4,1,theta,theta_out,0,-0.746111990319107,-0.34773600383051684,-0.3983759864885902
489,8,2,4,1,theta,theta_out,1,0.20402007147936208,0.10604175390519383,0.09797831757416825
490,8,2,4,1,theta,theta_out,2,-0.6445211033042944,-0.6289798964761412,-0.015541206828153187
491,8,2,4,1,theta,theta_out,3,0.29648916500505884,0.10340490855475214,0.1930842564503067
484,8,2,4,2,theta,theta_out,0,0.35306162399287433,0.3578630785549433,-0.004801454562068985
485,8,2,4,2,theta,theta_out,1,0.20316412458370448,0.20130882183362575,0.0018553027500787245
486,8,2,4,2,theta,theta_out,2,0.0420408185340031,0.0373360974651582,0.004704721068844897
487,8,2,4,2,theta,theta_out,3,0.6738471817365675,0.6687864373685614,0.005060744368006187
480,8,2,4,3,theta,theta_out,0,-0.5373641409223491,-0.532922381903052,-0.004441759019297109
481,8,2,4,3,theta,theta_out,1,-0.36530912540931015,-0.3629438398470733,-0.002365285562236863
482,8,2,4,3,theta,theta_out,2,0.5666206642816781,0.5606772428405715,0.0059434214411066
483,8,2,4,3,theta,theta_out,3,-0.5390467491363313,-0.541527834645387,0.0024810855090556805
479,8,3,1,0,theta,theta_out,0,-0.9368874375468083,-0.938307488301926,0.0014200507551177521
478,8,3,1,1,theta,theta_out,0,-0.19337208663024716,0.5666004784316669,-0.7599725650619141
477,8,3,1,2,theta,theta_out,0,0.8437753016187219,0.8165648029717021,0.027210498647019854
476,8,3,1,3,theta,theta_out,0,0.7530309276208995,-0.9734553940458566,1.726486321666756
474,8,3,2,0,theta,theta_out,0,-1.30299410482042,-1.3037862363151052,0.0007921314946850444
475,8,3,2,0,theta,theta_out,1,0.8552631951870058,0.8560524283261745,-0.0007892331391686769
472,8,3,2,1,theta,theta_out,0,0.34672539885479764,0.3448375112107643,0.0018878876440333592
473,8,3,2,1,theta,theta_out,1,0.015393129585767738,0.02455417699727458,-0.009161047411506841
470,8,3,2,2,theta,theta_out,0,0.23252425189184672,0.2810389580305,-0.048514706138653274
471,8,3,2,2,theta,theta_out,1,0.03443970005744273,0.03848567461270064,-0.00404597455525791
468,8,3,2,3,theta,theta_out,0,-0.19882658620254834,-0.573707488345341,0.3748809021427927
469,8,3,2,3,theta,theta_out,1,-0.7440831378497721,0.15429479792631998,-0.898377935776092
465,8,3,3,0,theta,theta_out,0,-0.16654493436474793,-0.17379344430859078,0.007248509943842851
466,8,3,3,0,theta,theta_out,1,0.04611876507720464,0.05307607079048954,-0.0069573057132849
467,8,3,3,0,theta,theta_out,2,-0.3192530881707311,-0.31168824567770415,-0.007564842493026969
462,8,3,3,1,theta,theta_out,0,-0.00808110291655273,-1.178358352761278,1.1702772498447254
463,8,3,3,1,theta,theta_out,1,0.08695667799716511,-0.06875056976687871,0.15570724776404382
464,8,3,3,1,theta,theta_out,2,-0.4455995173281469,0.3806578106837381,-0.826257328011885
459,8,3,3,2,theta,theta_out,0,-0.35325816877875205,-0.2418361743201336,-0.11142199445861845
460,8,3,3,2,theta,theta_out,1,-0.262003799054054,-0.2988030567696396,0.036799257715585565
461,8,3,3,2,theta,theta_out,2,0.35115808032242424,0.2749671397239683,0.07619094059845594
456,8,3,3,3,theta,theta_out,0,0.5457511984263195,0.654815785695691,-0.10906458726937152
457,8,3,3,3,theta,theta_out,1,-0.8297948889681711,-0.8265235461893803,-0.00327134277879082
458,8,3,3,3,theta,theta_out,2,-0.49863604615310775,-0.5434699570905304,0.044833910937422616
452,8,3,4,0,theta,theta_out,0,0.09837764521737213,-0.301134204392166,0.3995118496095381
453,8,3,4,0,theta,theta_out,1,-0.4604035810048094,0.3639244460741881,-0.8243280270789974
454,8,3,4,0,theta,theta_out,2,0.25079626243751035,-0.28141903772412846,0.5322153001616388
455,8,3,4,0,theta,theta_out,3,0.20109587075603758,0.051841048030831914,0.14925482272520565
448,8,3,4,1,theta,theta_out,0,0.05689068495708709,0.6867492154125373,-0.6298585304554503
449,8,3,4,1,theta,theta_out,1,-1.00952281704584,0.1859328781601699,-1.1954556952060098
450,8,3,4,1,theta,theta_out,2,-0.10976511768299776,-0.574501728808246,0.4647366111252482
451,8,3,4,1,theta,theta_out,3,0.3336795953000271,-0.5443943523695951,0.8780739476696222
444,8,3,4,2,theta,theta_out,0,-0.21439109103780918,-0.2363746593150826,0.021983568277273435
445,8,3,4,2,theta,theta_out,1,0.2332486257658698,0.23048632393273077,0.0027623018331390248
446,8,3,4,2,theta,theta_out,2,-0.17826508012285402,-0.19452144276627567,0.016256362643421646
447,8,3,4,2,theta,theta_out,3,0.18387510045227454,0.18382250565827588,5.2594793998661515e-05
440,8,3,4,3,theta,theta_out,0,-0.49359007931108256,-0.49766521600209657,0.004075136691014003
441,8,3,4,3,theta,theta_out,1,0.10728765252320599,0.10822256114326434,-0.0009349086200583501
442,8,3,4,3,theta,theta_out,2,-0.44722069910593176,-0.444026873680568,-0.0031938254253637832
443,8,3,4,3,theta,theta_out,3,0.05998970906049914,0.06116115544972969,-0.0011714463892305502
439,8,4,1,0,theta,theta_out,0,-0.7521944371602404,0.8367803726130784,-1.5889748097733187
438,8,4,1,1,theta,theta_out,0,0.5924230244703476,0.5053069204170673,0.0871161040532803
437,8,4,1,2,theta,theta_out,0,-0.5441210551516911,-0.4264628162289232,-0.11765823892276789
436,8,4,1,3,theta,theta_out,0,0.9719643331923621,0.9969942037860964,-0.025029870593734294
434,8,4,2,0,theta,theta_out,0,-0.14341647285082393,0.2584391384993386,-0.4018556113501625
435,8,4,2,0,theta,theta_out,1,-0.33152631906051855,-0.2916225868861756,-0.039903732174342954
432,8,4,2,1,theta,theta_out,0,-0.018208373532573097,-0.13612158227995289,0.11791320874737979
433,8,4,2,1,theta,theta_out,1,-0.3310889452231342,-0.5895965963775023,0.2585076511543681
430,8,4,2,2,theta,theta_out,0,0.6238607402579887,-0.51080317331797,1.1346639135759586
431,8,4,2,2,theta,theta_out,1,0.8467084903051072,-0.4738101759865377,1.3205186662916448
428,8,4,2,3,theta,theta_out,0,0.5279272716828951,-0.5617501377091113,1.0896774093920065
429,8,4,2,3,theta,theta_out,1,0.05752182797132995,-0.4208465946763058,0.47836842264763574
425,8,4,3,0,theta,theta_out,0,0.6865661914659514,-0.4188117722968801,1.1053779637628316
426,8,4,3,0,theta,theta_out,1,0.94588461899523,0.452655052860518,0.493229566134712
427,8,4,3,0,theta,theta_out,2,0.7446872380438452,-0.4899193985559131,1.2346066365997583
422,8,4,3,1,theta,theta_out,0,0.4272781237425453,0.4492000333380321,-0.021921909595486788
423,8,4,3,1,theta,theta_out,1,0.04106530926021584,0.04856840721142197,-0.007503097951206128
424,8,4,3,1,theta,theta_out,2,0.4556582728538818,0.453379577494817,0.002278695359064775
419,8,4,3,2,theta,theta_out,0,-0.4966512736932118,-0.4606502806718697,-0.03600099302134213
420,8,4,3,2,theta,theta_out,1,-0.17844553653943857,-0.18481342892608332,0.006367892386644758
421,8,4,3,2,theta,theta_out,2,0.27855098613776835,0.27578474122989877,0.002766244907869586
416,8,4,3,3,theta,theta_out,0,0.05168064908530129,-0.5706049785378982,0.6222856276231994
417,8,4,3,3,theta,theta_out,1,0.5557234812314185,0.16246528484441217,0.3932581963870063
418,8,4,3,3,theta,theta_out,2,-0.24266578156721771,-0.3603840128605519,0.11771823129333417
412,8,4,4,0,theta,theta_out,0,0.3750820975096521,0.3741016249951099,0.0009804725145421966
413,8,4,4,0,theta,theta_out,1,0.26126385341886094,0.24944959197828878,0.011814261440572155
414,8,4,4,0,theta,theta_out,2,-0.2790503926417608,-0.2808631999536796,0.001812807311918796
415,8,4,4,0,theta,theta_out,3,-0.09699765641138795,-0.09243511648104007,-0.004562539930347886
408,8,4,4,1,theta,theta_out,0,0.2147216742374236,-0.24454207643197365,0.4592637506693973
409,8,4,4,1,theta,theta_out,1,-0.17091076124234827,0.7526796163825895,-0.9235903776249378
410,8,4,4,1,theta,theta_out,2,0.33498917905905046,0.005066328446807605,0.32992285061224286
411,8,4,4,1,theta,theta_out,3,0.17996453543670016,0.19081332410864105,-0.01084878867194089
404,8,4,4,2,theta,theta_out,0,-0.32404266449538255,-0.5859208337919898,0.26187816929660723
405,8,4,4,2,theta,theta_out,1,0.5775808271193131,-0.12837381532991707,0.7059546424492302
406,8,4,4,2,theta,theta_out,2,-0.5686127658885748,-0.19731404769565056,-0.37129871819292426
407,8,4,4,2,theta,theta_out,3,0.08392101296429827,0.6541780286978273,-0.5702570157335289
400,8,4,4,3,theta,theta_out,0,0.1588859390040044,0.31149242234630053,-0.15260648334229612
401,8,4,4,3,theta,theta_out,1,0.21316520577581913,0.3792297967505706,-0.16606459097475149
402,8,4,4,3,theta,theta_out,2,0.3380757091021061,0.2840389440768146,0.05403676502529148
403,8,4,4,3,theta,theta_out,3,0.3303027455702937,0.36243547396347164,-0.032132728393177934
399,12,0,1,0,theta,theta_out,0,-0.42982762405367186,-0.4321132127108705,0.002285588657198634
398,12,0,1,1,theta,theta_out,0,0.05731453667138986,0.05803334426588367,-0.0007188075944938102
397,12,0,1,2,theta,theta_out,0,0.5890582009635564,0.5851616459373349,0.0038965550262215487
396,12,0,1,3,theta,theta_out,0,0.9846365157427459,0.9852085300925129,-0.0005720143497669472
394,12,0,2,0,theta,theta_out,0,0.17442334063853476,0.1747754974258443,-0.00035215678730954325
395,12,0,2,0,theta,theta_out,1,-0.3104076207914475,-0.30979051268041835,-0.0006171081110291632
392,12,0,2,1,theta,theta_out,0,-0.03166795819713575,-0.025725722548551152,-0.005942235648584596
393,12,0,2,1,theta,theta_out,1,-0.4101387729831681,-0.4088038612802969,-0.0013349117028711999
390,12,0,2,2,theta,theta_out,0,0.39548109347542526,0.39441349229969064,0.0010676011757346227
391,12,0,2,2,theta,theta_out,1,0.8611760167548964,0.8650140729540343,-0.003838056199137907
388,12,0,2,3,theta,theta_out,0,0.5377552900049005,0.5363023737236202,0.0014529162812803031
389,12,0,2,3,theta,theta_out,1,0.20936683439768108,0.21381952888257832,-0.0044526944848972405
385,12,0,3,0,theta,theta_out,0,0.0023645604853090307,0.0008564100009351746,0.0015081504843738561
386,12,0,3,0,theta,theta_out,1,-0.0752947531564283,-0.07740026413781913,0.0021055109813908207
387,12,0,3,0,theta,theta_out,2,0.06789812838342789,0.0766283923426644,-0.008730263959236512
382,12,0,3,1,theta,theta_out,0,-0.35867382045045415,-0.3665921434596623,0.00791832300920814
383,12,0,3,1,theta,theta_out,1,-0.10709290584629522,-0.10350495382703763,-0.003587952019257587
384,12,0,3,1,theta,theta_out,2,-0.4806237215655611,-0.4795645931852736,-0.0010591283802874885
379,12,0,3,2,theta,theta_out,0,-0.9692602892524933,-0.9665531377113139,-0.002707151541179398
380,12,0,3,2,theta,theta_out,1,0.9904686419666675,0.9875836660709717,0.002884975895695807
381,12,0,3,2,theta,theta_out,2,-0.16798455222740863,-0.1659497052644737,-0.002034846962934933
376,12,0,3,3,theta,theta_out,0,-0.06085064769051807,-0.06635447175721783,0.005503824066699761
377,12,0,3,3,theta,theta_out,1,-0.38879375092773816,-0.38719485730687164,-0.001598893620866515
378,12,0,3,3,theta,theta_out,2,-0.0847910290389295,-0.08508103780418537,0.00029000876525586694
372,12,0,4,0,theta,theta_out,0,-0.7627206823851005,-0.7634067205621011,0.0006860381770006363
373,12,0,4,0,theta,theta_out,1,0.1584596603655577,0.1570924524787123,0.001367207886845384
374,12,0,4,0,theta,theta_out,2,0.5845688437914889,0.5835916939213183,0.0009771498701706127
375,12,0,4,0,theta,theta_out,3,-0.3056838142436478,-0.3058109140761931,0.00012709983254527435
368,12,0,4,1,theta,theta_out,0,0.026330810588002768,0.027532624684383986,-0.001201814096381218
369,12,0,4,1,theta,theta_out,1,0.7493218281495257,0.7473195247599174,0.002002303389608384
370,12,0,4,1,theta,theta_out,2,0.18557215112138462,0.1836198113685616,0.0019523397528230235
371,12,0,4,1,theta,theta_out,3,-0.09355703654476262,-0.09561993063073286,0.0020628940859702405
364,12,0,4,2,theta,theta_out,0,-0.6176306243665506,-0.6216044860595059,0.003973861692955327
365,12,0,4,2,theta,theta_out,1,0.46841408889771713,0.46732176125014485,0.0010923276475722776
366,12,0,4,2,theta,theta_out,2,-0.1990465453176974,-0.20144631615671177,0.0023997708390143813
367,12,0,4,2,theta,theta_out,3,-0.08368368428979257,-0.08407335313261309,0.0003896688428205175
360,12,0,4,3,theta,theta_out,0,0.6372113355845257,0.6386850568555046,-0.0014737212709788894
361,12,0,4,3,theta,theta_out,1,0.8826733240599112,0.8832347511192177,-0.0005614270593065074
362,12,0,4,3,theta,theta_out,2,0.4439230466883091,0.44768736164986306,-0.0037643149615539384
363,12,0,4,3,theta,theta_out,3,0.4306784748626107,0.4312008944361831,-0.000522419573572408
359,12,1,1,0,theta,theta_out,0,0.4601595998757761,0.4649667844531787,-0.00480718457740259
358,12,1,1,1,theta,theta_out,0,0.41623168256010834,-0.19457904722476096,0.6108107297848693
357,12,1,1,2,theta,theta_out,0,-0.5357158652576026,-0.5426540863277218,0.00693822107011921
356,12,1,1,3,theta,theta_out,0,0.5015088343030861,0.496648360338575,0.004860473964511114
354,12,1,2,0,theta,theta_out,0,0.24738509493213245,0.2513118004789481,-0.003926705546815623
355,12,1,2,0,theta,theta_out,1,-0.2256739461951206,-0.2272570615930588,0.0015831153979382062
352,12,1,2,1,theta,theta_out,0,0.5841551001931573,0.5789444376467684,0.005210662546388911
353,12,1,2,1,theta,theta_out,1,0.08172990260955479,0.08119379224233016,0.000536110367224632
350,12,1,2,2,theta,theta_out,0,0.33447899429709355,-1.0997502129159862,1.4342292072130798
351,12,1,2,2,theta,theta_out,1,-0.1756718155140493,0.16861944104438165,-0.34429125655843096
348,12,1,2,3,theta,theta_out,0,-0.6448378151117344,-0.6531770850288199,0.008339269917085446
349,12,1,2,3,theta,theta_out,1,0.08421544634186622,0.08115847750219712,0.0030569688396690914
345,12,1,3,0,theta,theta_out,0,0.012822517925702714,0.1512874239098046,-0.13846490598410188
346,12,1,3,0,theta,theta_out,1,0.1235179229460164,0.33593036621908495,-0.21241244327306855
347,12,1,3,0,theta,theta_out,2,-0.09130125390172264,0.042606470550178834,-0.13390772445190147
342,12,1,3,1,theta,theta_out,0,-0.3765226439784024,-0.32451245007643403,-0.05201019390196837
343,12,1,3,1,theta,theta_out,1,-0.394277105299894,-0.38123223808231127,-0.013044867217582745
344,12,1,3,1,theta,theta_out,2,0.7375043638186892,0.43611526283301555,0.3013891009856737
339,12,1,3,2,theta,theta_out,0,0.11064290953044813,0.11529705922720294,-0.004654149696754817
340,12,1,3,2,theta,theta_out,1,0.37138054355266026,0.37408771168305294,-0.0027071681303926787
341,12,1,3,2,theta,theta_out,2,0.034553715970091305,0.03945407998230489,-0.004900364012213589
336,12,1,3,3,theta,theta_out,0,-0.5565906260811033,-0.5468054176368143,-0.009785208444288984
337,12,1,3,3,theta,theta_out,1,-0.20888272969768168,-0.1625616313139276,-0.04632109838375409
338,12,1,3,3,theta,theta_out,2,-0.03930801137651026,-0.06709640678975315,0.027788395413242892
332,12,1,4,0,theta,theta_out,0,-0.5036223305383032,-0.46010470660756964,-0.04351762393073355
333,12,1,4,0,theta,theta_out,1,-0.04828807653377709,-0.07132790250725314,0.02303982597347605
334,12,1,4,0,theta,theta_out,2,-0.4802920128035638,-0.46645505323040826,-0.01383695957315556
335,12,1,4,0,theta,theta_out,3,0.4360507970529243,0.4083245024868502,0.027726294566074117
328,12,1,4,1,theta,theta_out,0,-0.5510557181931459,-0.5551008107062144,0.0040450925130685045
329,12,1,4,1,theta,theta_out,1,0.6125184905323113,0.6187791971982756,-0.006260706665964233
330,12,1,4,1,theta,theta_out,2,-0.06526796400330664,-0.06756871846874213,0.002300754465435484
331,12,1,4,1,theta,theta_out,3,-0.04451074168590043,-0.03886153766262618,-0.0056492040232742555
324,12,1,4,2,theta,theta_out,0,0.7548153260042431,0.2802902586052186,0.47452506739902445
325,12,1,4,2,theta,theta_out,1,-0.4071873243779926,-0.3762107101817281,-0.030976614196264518
326,12,1,4,2,theta,theta_out,2,-0.14990268169005924,0.09375368901827033,-0.24365637070832957
327,12,1,4,2,theta,theta_out,3,0.120976068145969,-0.01949939717007651,0.14047546531604552
320,12,1,4,3,theta,theta_out,0,-0.6344674652042246,-0.6232409773684744,-0.011226487835750198
321,12,1,4,3,theta,theta_out,1,0.8690777597330238,0.8616086854621662,0.007469074270857634
322,12,1,4,3,theta,theta_out,2,-0.2617770965157023,-0.24163496076540278,-0.020142135750299522
323,12,1,4,3,theta,theta_out,3,0.09545162766881876,0.08508856582779031,0.010363061841028448
319,12,2,1,0,theta,theta_out,0,0.05194945565432463,0.112421064243031,-0.06047160858870637
318,12,2,1,1,theta,theta_out,0,-0.5247726511143561,-0.5216842254495581,-0.0030884256647980557
317,12,2,1,2,theta,theta_out,0,0.8023539643207025,0.7936766019739104,0.008677362346792061
316,12,2,1,3,theta,theta_out,0,0.4421928068376459,0.20570625876269677,0.23648654807494912
314,12,2,2,0,theta,theta_out,0,1.3960044319903808,0.05682265693022646,1.3391817750601545
315,12,2,2,0,theta,theta_out,1,0.9360586696507878,-0.15391629697522416,1.089974966626012
312,12,2,2,1,theta,theta_out,0,-0.4290758849175487,-1.1675660006223787,0.73849011570483
313,12,2,2,1,theta,theta_out,1,0.15612813889567997,0.4764654591007726,-0.32033732020509265
310,12,2,2,2,theta,theta_out,0,0.5927027080132542,-0.18239379944110484,0.775096507454359
311,12,2,2,2,theta,theta_out,1,-0.05609206146948925,-0.4728446096380919,0.41675254816860263
308,12,2,2,3,theta,theta_out,0,-0.2830748947554276,-0.2788834099374374,-0.004191484817990199
309,12,2,2,3,theta,theta_out,1,-0.5903080735566573,-0.5996154418215579,0.00930736826490064
305,12,2,3,0,theta,theta_out,0,0.20095339586160732,0.20021841461253398,0.000734981249073341
306,12,2,3,0,theta,theta_out,1,-0.2948459870437869,-0.2962154624513394,0.0013694754075525006
307,12,2,3,0,theta,theta_out,2,0.3137130759696272,0.3116793982829959,0.002033677686631319
302,12,2,3,1,theta,theta_out,0,0.34354839815508986,0.24158390510071814,0.10196449305437172
303,12,2,3,1,theta,theta_out,1,0.36058480166826135,0.2504610410353304,0.11012376063293094
304,12,2,3,1,theta,theta_out,2,-0.6332489817280403,-0.7080958905138824,0.0748469087858421
299,12,2,3,2,theta,theta_out,0,0.6408586746591343,0.6487704758164962,-0.007911801157361897
300,12,2,3,2,theta,theta_out,1,-0.42239105489624906,-0.42428611131993377,0.0018950564236847045
301,12,2,3,2,theta,theta_out,2,-0.5742220298016459,-0.5765488149753155,0.0023267851736695766
296,12,2,3,3,theta,theta_out,0,0.3476344627172867,-0.02129709103987592,0.36893155375716263
297,12,2,3,3,theta,theta_out,1,0.24366971559757278,0.4168437958730629,-0.17317408027549014
298,12,2,3,3,theta,theta_out,2,0.7359377451777911,0.418248376719098,0.3176893684586931
292,12,2,4,0,theta,theta_out,0,0.5772128517636366,0.5821530460385785,-0.004940194274941967
293,12,2,4,0,theta,theta_out,1,0.33264140026909267,0.337405099653646,-0.004763699384553344
294,12,2,4,0,theta,theta_out,2,0.058306188997219274,0.05956009541743911,-0.0012539064202198372
295,12,2,4,0,theta,theta_out,3,-0.22989822652718434,-0.2287148465054822,-0.001183380021702124
288,12,2,4,1,theta,theta_out,0,0.27126736468928014,0.855531221140503,-0.5842638564512228
289,12,2,4,1,theta,theta_out,1,0.15315635917004322,0.542362512232506,-0.38920615306246276
290,12,2,4,1,theta,theta_out,2,-0.16191498081217653,0.5605752784367236,-0.7224902592489002
291,12,2,4,1,theta,theta_out,3,-0.5965468728906255,0.2550963764544606,-0.8516432493450861
284,12,2,4,2,theta,theta_out,0,0.7688821334787339,-0.428890641969066,1.1977727754477998
285,12,2,4,2,theta,theta_out,1,-0.4385907728772407,0.2625266453691033,-0.701117418246344
286,12,2,4,2,theta,theta_out,2,-0.29882283567488793,0.46067274040057554,-0.7594955760754635
287,12,2,4,2,theta,theta_out,3,-0.014159993981215722,-0.34395778103397695,0.32979778705276125
280,12,2,4,3,theta,theta_out,0,-0.3880720242709752,-0.3809949934348512,-0.0070770308361239875
281,12,2,4,3,theta,theta_out,1,0.28603364980403334,0.2904428085665064,-0.004409158762473053
282,12,2,4,3,theta,theta_out,2,-0.1823826117275652,-0.18577480413780945,0.0033921924102442436
283,12,2,4,3,theta,theta_out,3,0.6583714218516352,0.6605114786849359,-0.002140056833300652
279,12,3,1,0,theta,theta_out,0,-0.7947067320458348,0.9318338925561214,-1.7265406246019561
278,12,3,1,1,theta,theta_out,0,0.3114863925800538,0.306480082749781,0.0050063098302727815
277,12,3,1,2,theta,theta_out,0,-0.6134247750574251,-0.5789644363731924,-0.034460338684232705
276,12,3,1,3,theta,theta_out,0,0.8774756298733822,-0.9922688485540291,1.8697444784274113
274,12,3,2,0,theta,theta_out,0,-0.4219180257870228,-0.41536138008029444,-0.00655664570672837
275,12,3,2,0,theta,theta_out,1,-0.03275828304645249,-0.03976867524386474,0.0070103921974122504
272,12,3,2,1,theta,theta_out,0,-0.2324088290959323,0.3218067199641522,-0.5542155490600845
273,12,3,2,1,theta,theta_out,1,-0.3020946523535304,0.8296383689655433,-1.1317330213190737
270,12,3,2,2,theta,theta_out,0,0.581921143293486,-0.16094464571812725,0.7428657890116133
271,12,3,2,2,theta,theta_out,1,0.9599899638345986,-0.6256913131051122,1.5856812769397108
268,12,3,2,3,theta,theta_out,0,0.6365153508934147,0.6318394981455921,0.004675852747822562
269,12,3,2,3,theta,theta_out,1,-0.18220120882204296,-0.19513937804482676,0.01293816922278379
